updateDate	line	rule	project	effort	type	cleanCodeAttribute	issueStatus	flows	scope	key	severity	comments	author	cleanCodeAttributeCategory	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2025-12-26T21:31:26-0300	3.0	dartanalyzer:prefer_double_quotes	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	eca85571-de1e-4cfa-8bec-6f50e8674a31	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=39.0}	1min	d9c48154525d174cff661ae1bec16e76	OPEN
2025-12-26T21:31:26-0300	4.0	dartanalyzer:prefer_double_quotes	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	ea1fd334-21e9-462c-9f73-42c78e7555ca	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=56.0}	1min	4c8a96f081517cb03cdf252b38c5d3ac	OPEN
2025-12-26T21:31:26-0300	5.0	dartanalyzer:prefer_double_quotes	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	289d4d2b-2f2c-41d4-86d9-394e999b30d6	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=40.0}	1min	195547a0ca85a2ca87d14f0cc355f536	OPEN
2025-12-26T21:31:26-0300	5.0	dartanalyzer:directives_ordering	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	dd753f3b-8826-49eb-9747-d86f0d650e07	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Sort directive sections alphabetically	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=40.0}	1min	195547a0ca85a2ca87d14f0cc355f536	OPEN
2025-12-26T21:31:26-0300	7.0	dartanalyzer:always_use_package_imports	Economizapp-Gemini	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	d58eb2d4-90df-4d16-9985-8231b23e5341	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=40.0}	5min	cc3915a012bebf4a1f879a8e1907e527	OPEN
2025-12-26T21:31:26-0300	7.0	dartanalyzer:prefer_double_quotes	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	f3596290-6852-440f-aef6-fff4333e28e0	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=40.0}	1min	cc3915a012bebf4a1f879a8e1907e527	OPEN
2025-12-26T21:31:26-0300	8.0	dartanalyzer:prefer_double_quotes	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	169beb4b-70c7-4e54-b5cf-0c056b940bf4	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=42.0}	1min	e51c1dbf2dc35e27c35881d78dae1911	OPEN
2025-12-26T21:31:26-0300	8.0	dartanalyzer:always_use_package_imports	Economizapp-Gemini	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	3c7ae161-eca7-47f4-9fbe-b3d38f6066a5	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=42.0}	5min	e51c1dbf2dc35e27c35881d78dae1911	OPEN
2025-12-26T21:31:26-0300	9.0	dartanalyzer:always_use_package_imports	Economizapp-Gemini	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	6ba06a13-4823-469e-bd60-236d51e2fafe	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=43.0}	5min	bb58ff1a464c403f7340d21fe33429d2	OPEN
2025-12-26T21:31:26-0300	9.0	dartanalyzer:prefer_double_quotes	Economizapp-Gemini	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	6f64aa5c-8149-4666-8606-ba444c9f1416	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:31:26-0300	false			Economizapp-Gemini:lib/main.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=43.0}	1min	bb58ff1a464c403f7340d21fe33429d2	OPEN
